ID_Cliente;Idade;Renda;Categoria
3401;30.2435486579744;3527.1954196449487;Vestuário
7210;42.92189752695527;5741.9350252457625;Vestuário
4955;45.49230471439007;7559.378694183663;Móveis
2718;20.00837417937329;4167.876097484656;Eletrônicos
6991;24.238090325862554;2485.9672614042365;Eletrônicos
6141;;1359.9613409152776;Vestuário
6825;57.18270994674486;4727.121400734059;Móveis
8636;33.93882067825509;739.1447602492267;
2336;50.69927506322124;3839.1501301388566;Vestuário
3090;35.78528815142754;3573.863858373552;Vestuário
4105;35.38917017453122;6068.4730144465675;Eletrônicos
8403;20.683659087063496;5587.410242069782;Vestuário
2100;34.76129452057011;1789.1523851744705;Eletrônicos
4504;45.34350702473927;2392.2190044029917;Eletrônicos
4452;36.32917865726202;6036.419300345209;Eletrônicos
4618;39.20190738610215;6266.485509702171;Móveis
5812;38.50443006223563;7305.250558220256;Eletrônicos
9905;59.48004803835113;5744.466769063047;
7855;;6224.4923903234985;Móveis
3185;42.65247307872898;8420.550136253749;Vestuário
3060;42.05960044135837;2410.1828629569486;Móveis
9039;42.22986832552472;6351.8700652266625;Eletrônicos
8461;;4872.333184364697;Eletrônicos
2993;29.46890659186177;4056.4291906029175;Eletrônicos
9438;28.939709236226197;4161.014211397262;Vestuário
1292;36.904726144464625;7541.3132923854955;Móveis
7193;41.40702080479602;1847.2207661826335;Vestuário
5482;22.42797227867497;6341.127347821363;Eletrônicos
6604;34.40297398718468;7016.0971716400245;Vestuário
7365;30.071369805112354;8606.027637457264;Móveis
2326;49.65512690043697;4919.210679114592;Vestuário
4288;50.92964290667986;3757.0577337450372;Vestuário
7601;35.49792365162718;1944.1597529143792;Vestuário
2384;45.20981928071207;5399.325474500093;Eletrônicos
4364;15.63796712200266;2986.1652902065316;Eletrônicos
9348;30.716138401158247;5124.651999378584;Móveis
6651;21.291637088952434;4619.499904030842;Móveis
4786;32.92272386833961;5849.872290106242;Móveis
5853;43.74976427545839;4656.182865126519;Móveis
1135;;4711.748725710201;Eletrônicos
9904;35.04216724519231;7454.9782454287415;Móveis
3140;54.69044194304239;5157.595038522721;Eletrônicos
4646;40.11877661449282;7484.065309897302;Móveis
4259;;3376.2649323934565;Móveis
5089;;5892.660498319077;Eletrônicos
3860;16.546736337610234;5713.619444935097;
4095;39.98539066639558;4124.843071778527;Vestuário
5234;32.677983720840245;2718.196561794789;Móveis
1884;20.723303049931808;3109.429462182027;Vestuário
7429;26.19712273679103;5660.646199161619;Eletrônicos
8824;;6922.700248277678;Eletrônicos
3956;55.58527359573879;5490.519751218715;Vestuário
2498;19.20747663086215;7669.976664156628;Vestuário
3678;54.141007293000484;5456.434456919487;
4888;31.508518755712455;4770.033549202448;Eletrônicos
8187;36.06141721422388;5101.307195352546;Vestuário
5604;;6620.412941253706;Eletrônicos
5237;45.119058404454734;7374.829266325693;Móveis
3197;17.83184417576959;1430.3960758993078;Eletrônicos
4056;;5717.377843195447;Eletrônicos
8791;14.503894731718049;5259.94128580161;Móveis
1849;39.09693325529159;6858.532914080704;Eletrônicos
4550;28.859468383859028;5697.0247695286325;Móveis
8363;32.052910011990846;3763.394606099505;Eletrônicos
5043;47.41652189539963;1734.5112454989123;Eletrônicos
8384;16.794558739572476;2321.915647889786;Móveis
1682;;640.1000586255279;
6956;39.80567462955055;9170.370810112141;Móveis
3405;37.04832588416223;5084.179167956008;Móveis
8545;54.83241586238749;4457.8841619054965;Móveis
7276;40.270393306058146;4659.215402090493;Móveis
4414;24.17381392824135;5155.345121307624;Vestuário
4998;30.750792834753128;5157.383811392409;Vestuário
9398;33.23558077283119;3047.958448594025;Vestuário
8495;;5913.0876587960465;Eletrônicos
4309;43.28614830752721;3949.733030407192;Móveis
7889;38.31591234664783;5947.0427062623985;Eletrônicos
6831;39.66090638925884;4988.378402583511;Eletrônicos
2069;38.45375753283114;6446.451146857888;
1443;39.08936200064524;5546.294883276517;Eletrônicos
8550;38.414533019907225;1771.407168684115;Vestuário
5530;54.605166508997755;4013.4820457561495;Vestuário
9822;45.4847626090449;6581.921324193174;Móveis
3358;44.360882629685;5189.91624214513;Eletrônicos
9485;42.032710708709224;6055.8202317001915;Móveis
4348;42.9620261200055;4214.946039293528;Eletrônicos
6130;20.732911575212068;6592.149062007216;Móveis
2086;40.128027977954815;3613.4545600215943;Móveis
8779;26.595396002178337;7104.721594965277;Eletrônicos
6907;;4907.740302085053;Eletrônicos
2410;;3331.4522107984008;Móveis
5755;37.991753951552276;6101.802033230321;Móveis
1488;51.21097722610863;5410.585020577265;Vestuário
1585;26.636990574206216;3677.5546185713183;Móveis
5346;;820.7017388881308;
3015;39.238245574630135;6185.6098100672725;Eletrônicos
2537;;6329.258355354161;Eletrônicos
6006;41.114228114592144;5300.5974172701135;
7880;;2522.1016247587386;Eletrônicos
8176;38.36971867490841;3931.257982855968;
8410;29.66896571166082;6395.627453069585;Vestuário
5184;20.98422657088124;3115.8460558566676;Móveis
1644;42.22504401117886;3299.322256521228;Móveis
7537;36.16877089475739;3651.0035835722892;Vestuário
9779;21.57265908152756;7191.215100008392;Eletrônicos
3042;20.32235643700766;3306.953883224057;Vestuário
2714;23.609484427682272;2154.142727097613;
7397;38.69395939872019;5307.948992863745;Eletrônicos
2103;25.732661302150913;7369.610660063058;Vestuário
7554;37.93493828047768;2493.264889467787;Móveis
9951;21.242170809578532;6098.522274959495;Móveis
4255;32.43384032933156;6389.538215336987;Móveis
7139;;3799.49970229972;Eletrônicos
4027;26.358131959797966;4721.349486926551;Eletrônicos
5246;28.05844389580206;5064.264443157269;Móveis
9940;21.59117696408387;4859.689717243813;Vestuário
5311;45.39977957727157;3064.2234666554873;Eletrônicos
3455;30.093604794187254;7701.336452861716;Móveis
8673;35.30407754931568;1458.241191014268;Vestuário
1198;17.2116684024425;3604.805869377381;Vestuário
3525;28.972901942697682;4418.881494775663;Móveis
2083;35.52266499412964;7644.333717862453;Eletrônicos
3203;42.06558653982683;2965.4840241871016;Vestuário
5005;35.77037610445342;7205.95298306384;Vestuário
8820;17.29660693061922;4070.139408917687;Móveis
6017;34.49859364443305;3333.691796510313;Móveis
4167;;1926.9867800545098;Vestuário
1399;38.92225086429379;6930.19946186224;Eletrônicos
3284;40.01636536039955;2595.6444959558694;Eletrônicos
7401;25.726379019453063;4990.431523457024;Móveis
7303;;4843.011064444036;Vestuário
7734;41.31838827961774;6258.227423808238;Móveis
9138;42.704189704041646;3159.200151246209;Móveis
6408;25.720924988617522;6430.4932346482165;Móveis
8156;27.412750308786464;5317.08637313101;Eletrônicos
4578;37.453307080145066;5629.871934793561;Móveis
1240;31.32885336193689;2556.7966898438344;Móveis
3841;32.124155478690305;7426.285424160225;Móveis
8956;43.46674923405813;5758.68537422561;
6631;;5399.992882341642;Vestuário
3338;40.82894819334755;6077.886803828639;Móveis
6015;41.13893072377714;263.16745427004395;Móveis
9303;24.281520519534713;5898.889480310238;Móveis
5605;42.383933628187584;9693.704638934463;Móveis
3799;;2121.8483480299737;Eletrônicos
6369;18.90499630176211;6024.589892153273;Móveis
7313;37.370456207613316;8291.841397956121;Eletrônicos
3455;37.36444269027198;4954.402993259726;Móveis
1416;;4689.223145815339;Eletrônicos
2007;;5726.2856417490275;Móveis
6407;44.850267702268376;4324.834005764925;Vestuário
8672;;8203.1537068572;Eletrônicos
8399;31.04115845594775;6364.365708323942;Móveis
8737;45.83184851031113;4116.368018863193;Eletrônicos
3010;39.93294453083392;6561.0248169791885;Vestuário
1082;37.32256999140533;2676.4579979448336;Móveis
2816;52.283885855093;4291.965043662924;Vestuário
9552;32.66257401524382;2746.316999748494;Eletrônicos
3490;16.529184015607356;6036.181837407398;Eletrônicos
3337;37.17893947022;5493.562002346003;Eletrônicos
2544;30.992320327947184;4027.2747018568784;Vestuário
7065;31.55985349859125;4778.223059107095;Eletrônicos
7933;26.003781659012276;2675.1094777317967;
7956;24.707005030031503;4607.849727183598;Eletrônicos
1859;;1446.0564543216744;Eletrônicos
3047;38.918644833156684;3552.5117496116663;Móveis
3422;23.241898410840655;4597.540418535315;Eletrônicos
4177;39.9311447756195;2227.3987468717805;Vestuário
7484;29.560443624292695;4218.636899214834;Vestuário
4278;36.52856962366813;4952.385636262789;Eletrônicos
3424;50.05063062103575;3223.4322402224057;Vestuário
3284;30.259497423815446;8641.876435487298;Eletrônicos
3284;37.095510265776596;3273.074658005991;Móveis
5642;;4027.0908271266194;Móveis
9187;44.914336423576614;1212.1367890259846;Eletrônicos
2279;19.94008312840442;8239.746873887623;Vestuário
4528;38.95249524273503;7086.615870038146;
2165;30.05921851862286;622.5468668821694;Móveis
2237;21.476735488938857;5830.292268192668;Móveis
9328;25.70181709333835;4736.986253008164;Vestuário
5621;;6693.195181668216;Móveis
3544;36.612602125696256;1041.686330789767;
1122;37.72978561015879;2422.132467500068;Eletrônicos
3720;;3175.7411327921286;
5019;;6228.555492630409;Móveis
3695;34.19719419637103;5798.335331724586;Eletrônicos
8121;36.34820130619137;2726.9138528378758;Móveis
8524;;3393.545562169398;
5212;24.91043231787686;4221.2746494085395;Móveis
4394;;5394.963629979022;Móveis
5048;20.05780364903486;8495.654345100962;Móveis
1294;;5179.471796252451;Móveis
7368;;5281.5195040332765;Vestuário
6442;;5642.165810597795;
8936;37.698533755437495;4781.095663408113;Vestuário
4948;33.42932748752544;8405.736682430648;Móveis
8055;27.725355723688217;6338.84143471724;Móveis
5521;;4324.675664270732;Móveis
6508;;5019.122015828313;Vestuário
2784;34.519425841562914;4849.686609292434;Eletrônicos
9631;28.13725977523703;8115.54070293548;Móveis
1377;;641.4843388799403;Vestuário
6304;30.347067993330985;6682.7076360003575;Vestuário
2519;33.285826657292816;5876.781806283834;Vestuário
4179;40.11588764461604;4086.5265561319493;Eletrônicos
6135;32.66472324133996;2972.4934687060113;Eletrônicos
5137;12.544426367907517;4483.842323608659;Móveis
4848;;3364.3178405909057;Móveis
3797;46.81769049685938;6263.6011096623315;Móveis
6272;38.30608946704118;3388.7701309741815;Vestuário
6927;28.58430825719729;12218.321414926817;Eletrônicos
1859;;4561.716044846802;Vestuário
7288;22.520869375193563;3327.857516766012;Móveis
6798;50.59660467910376;3688.1479296509415;Móveis
2435;30.939237707400235;3903.228582904434;Móveis
6587;21.007485330234378;5992.289865975939;Móveis
3721;41.03364484099308;6440.845200527981;Vestuário
8808;42.66959320148877;5622.378924543791;Móveis
3009;38.6180667979216;3629.3845882230826;Eletrônicos
1052;41.03280954334775;4701.061774395615;Eletrônicos
2074;46.02552360416621;6200.5121015695595;Eletrônicos
1276;39.109384170778874;8359.530596321203;Móveis
7385;28.613075179615628;6200.002247452731;Eletrônicos
1409;48.825374867213995;3933.6538548137532;Vestuário
4069;;2969.158182993227;Móveis
1451;;2402.7964246512374;Móveis
4167;;1926.9867800545098;Vestuário
2406;28.47738641457855;4759.12450204863;Móveis
8805;26.058552301338427;6980.360501818827;Vestuário
2926;54.90005512437931;4834.803290932225;Móveis
6015;41.13893072377714;263.16745427004395;Móveis
2721;21.672747414813006;4982.823070085642;Móveis
1522;37.11447859119633;7444.6247792661925;Eletrônicos
6321;23.84340849097925;2685.948985788699;Móveis
3605;30.209654344074185;8136.359388577094;Móveis
3608;39.85599770388723;3884.69111531852;Vestuário
6055;41.2338841132193;6469.922698666388;Vestuário
8293;31.107184578806876;5957.378507404243;Vestuário
4027;26.358131959797966;4721.349486926551;Eletrônicos
5234;32.677983720840245;2718.196561794789;Móveis
7725;11.66825969350954;1682.8402379605532;Vestuário
8088;27.482280984363264;6697.338347199023;Eletrônicos
9660;54.15652588918249;6632.781719109381;Vestuário
6798;50.59660467910376;3688.1479296509415;Móveis
2180;27.585107651203906;6163.933919266342;Eletrônicos
6529;37.393529313105105;5209.486816497203;Vestuário
6333;24.75197310158246;2294.800971727616;Eletrônicos
2681;53.20780653707214;5549.550225491919;Eletrônicos
7288;22.520869375193563;3327.857516766012;Móveis
7601;35.49792365162718;1944.1597529143792;Vestuário
9905;59.48004803835113;5744.466769063047;
6367;36.56371521816427;6188.721668046379;Vestuário
7945;44.51745964114985;6138.292486403517;Móveis
6869;44.99760518885932;4694.299511195733;Eletrônicos
4364;15.63796712200266;2986.1652902065316;Eletrônicos
8187;36.06141721422388;5101.307195352546;Vestuário
2317;48.77823460557836;6630.231569497386;Móveis
7169;32.75533230131052;5298.703023283332;Móveis
9036;;6012.211460762375;Vestuário
1377;;641.4843388799403;Vestuário
5829;48.084871545168376;4034.50516545508;Móveis
8922;10.887684282072957;5447.079774475689;Eletrônicos
7401;25.726379019453063;4990.431523457024;Móveis
5843;;3832.8636156152133;Eletrônicos
2279;19.94008312840442;8239.746873887623;Vestuário
2384;45.20981928071207;5399.325474500093;Eletrônicos
7624;33.83238437241484;5168.018301339186;
